user_id,target_id,view_count,click_count,bookmark_flag,join_flag,submit_flag,last_interaction_at
U-0001,hack-7,0,1,0,0,0,2026-03-18 13:09:41.348+00
U-0001,/team/T-026/manage,0,0,0,0,0,2026-03-24 10:45:26.049+00
U-0001,INV-705744,0,0,0,0,0,2026-03-19 11:32:12.831+00
U-0001,INV-834671,0,0,0,0,0,2026-03-08 03:44:01.283+00
U-0001,hack-5-2,3,4,1,0,0,2026-03-28 20:20:02.539+00
U-0001,hack-2,6,8,1,1,0,2026-03-26 03:43:28.773+00
U-0001,/team/T-016/manage,0,0,0,0,0,2026-03-23 13:54:11.08+00
U-0001,hack-2-1,1,1,0,0,0,2026-03-25 01:30:18.335+00
U-0001,INV-403984,0,0,0,0,0,2026-03-25 13:22:41.122+00
U-0001,/hackathons,0,0,0,0,0,2026-03-29 13:27:29.400677+00
U-0001,Team-U-0001-270,0,0,0,0,0,2026-03-22 10:57:25.378+00
U-0001,T-006,0,0,0,0,0,2026-03-28 12:43:46.367+00
U-0001,INV-201511,0,0,0,0,0,2026-03-09 01:33:38.667+00
U-0001,INV-911142,0,0,0,0,0,2026-03-09 09:58:58.662+00
U-0001,T-016,0,1,0,1,0,2026-03-23 13:58:47.08+00
U-0001,fallback-hackathon_view,0,0,0,0,0,2026-03-24 04:18:29.282+00
U-0001,hack-11,1,0,0,0,0,2026-03-28 13:21:00.508+00
U-0001,T-004,0,5,0,0,0,2026-03-22 10:39:42.378+00
U-0001,Team-U-0001-322,0,0,0,0,0,2026-03-17 02:26:49.295+00
U-0001,hack-6,8,9,1,1,0,2026-03-25 07:18:18.348+00
U-0001,hack-6-1,0,1,0,0,0,2026-03-28 11:02:54.388+00
U-0001,INV-473405,0,0,0,0,0,2026-03-26 12:15:03.334+00
U-0001,AI,0,0,0,0,0,2026-03-25 02:59:07.036+00
U-0001,hack-4,10,9,1,1,0,2026-03-25 01:24:13.335+00
U-0001,T-027,0,5,0,0,0,2026-03-09 02:25:29.586+00
U-0001,/submit/hack-5,0,0,0,0,0,2026-03-21 14:12:05.357+00
U-0001,T-013,0,2,0,0,0,2026-03-28 05:21:58.689+00
U-0001,INV-283148,0,0,0,0,0,2026-03-28 07:07:54.107+00
U-0001,INV-761924,0,0,0,0,0,2026-03-24 09:33:55.114+00
U-0001,T-030,0,1,0,1,0,2026-03-25 12:50:19.209+00
U-0001,hack-4-2,4,4,0,0,1,2026-03-28 03:01:14.789+00
U-0001,INV-372547,0,0,0,0,0,2026-03-17 08:37:40.112+00
U-0001,INV-109785,0,0,0,0,0,2026-03-07 10:16:26.368+00
U-0001,hack-5,5,8,0,0,1,2026-03-25 14:42:10.542+00
U-0001,T-019,0,2,0,1,0,2026-03-27 13:16:03.694+00
U-0001,T-6814,0,0,0,0,0,2026-03-17 02:27:06.295+00
U-0001,T-009,0,2,0,1,0,2026-03-27 05:20:34.485+00
U-0001,INV-719653,0,0,0,0,0,2026-03-18 14:08:22.331+00
U-0001,Team-U-0001-299,0,0,0,0,0,2026-03-10 09:59:48.351+00
U-0001,T-014,0,1,0,0,0,2026-03-19 06:42:40.063+00
U-0001,T-9770,0,0,0,0,0,2026-03-28 03:13:52.789+00
U-0001,hack-2-2,4,6,1,1,1,2026-03-27 12:54:29.694+00
U-0001,INV-673566,0,0,0,0,0,2026-03-19 06:28:03.403+00
U-0001,T-017,0,1,0,1,0,2026-03-24 09:07:14.823+00
U-0001,T-001,0,1,0,0,0,2026-03-28 05:11:41.685+00
U-0001,T-029,0,6,0,0,0,2026-03-27 12:59:18.694+00
U-0001,false,0,0,0,0,0,2026-03-28 11:01:11.388+00
U-0001,hack-12,0,1,0,0,0,2026-03-23 02:23:30.43+00
U-0001,hack-14,1,2,0,0,0,2026-03-28 11:03:41.388+00
U-0001,hack-13,2,2,1,0,0,2026-03-28 20:21:27.539+00
U-0001,/chat,0,0,0,0,0,2026-03-28 08:08:45.406+00
U-0001,hack-3-1,0,0,0,0,0,2026-03-28 13:21:49.508+00
U-0001,INV-221537,0,0,0,0,0,2026-03-18 12:43:55.805+00
U-0001,/matcher,0,0,0,0,0,2026-03-28 13:19:44.508+00
U-0001,hack-5-1,1,1,0,0,0,2026-03-22 10:48:32.83+00
U-0001,all,0,0,0,0,0,2026-03-29 13:27:52.074465+00
U-0001,hack-3-2,6,9,1,0,0,2026-03-28 12:50:56.423+00
U-0001,Team-U-0001-410,0,0,0,0,0,2026-03-20 10:54:17.855+00
U-0001,hackathons_list,0,0,0,0,0,2026-03-29 13:27:29.411921+00
U-0001,hack-7-1,3,6,1,0,0,2026-03-25 14:54:08.542+00
U-0001,T-028,0,2,0,0,0,2026-03-28 03:08:42.789+00
U-0001,hack-6-2,4,8,0,0,0,2026-03-26 03:51:39.773+00
U-0001,ongoing,0,0,0,0,0,2026-03-28 20:14:50.539+00
U-0001,ended,0,0,0,0,0,2026-03-23 08:06:53.714+00
U-0001,INV-469559,0,0,0,0,0,2026-03-04 11:15:51.892+00
U-0001,/profile/notifications,0,0,0,0,0,2026-03-28 07:06:07.107+00
U-0001,closed,0,0,0,0,0,2026-03-27 12:56:05.694+00
U-0001,T-003,0,2,0,1,0,2026-03-25 08:50:40.263+00
U-0001,T-012,0,3,0,1,0,2026-03-28 12:58:49.423+00
U-0001,T-015,0,1,0,1,0,2026-03-22 10:45:37.378+00
U-0001,hack-10-1,4,7,1,1,0,2026-03-28 10:59:44.388+00
U-0001,hack-15,3,3,0,0,0,2026-03-28 11:02:19.388+00
U-0001,hack-9,0,0,0,0,0,2026-03-28 13:21:42.508+00
U-0001,T-2748,0,0,0,0,0,2026-03-20 10:55:09.855+00
U-0001,INV-778813,0,0,0,0,0,2026-03-03 13:25:50.815+00
U-0001,T-008,0,0,0,0,0,2026-03-09 01:35:39.667+00
U-0001,hack-10,2,2,0,0,0,2026-03-16 21:52:15.717+00
U-0001,hack-8,2,2,0,0,0,2026-03-24 02:01:49.203+00
U-0001,hack-8-1,6,12,1,0,0,2026-03-26 12:42:40.272+00
U-0001,Web,0,0,0,0,0,2026-03-25 14:36:03.542+00
U-0002,/submit/hack-6-2,0,0,0,0,0,2026-03-17 14:56:13.02+00
U-0002,hack-2-2,2,2,0,0,0,2026-03-28 06:56:50.472+00
U-0002,T-016,0,1,0,0,0,2026-03-13 13:42:05.644+00
U-0002,false,0,0,0,0,0,2026-03-28 00:07:19.268+00
U-0002,chatbot_room,0,0,0,0,0,2026-03-26 12:53:56.706+00
U-0002,/matcher,0,0,0,0,0,2026-03-28 00:04:04.268+00
U-0002,T-010,0,0,0,0,0,2026-03-28 00:08:59.268+00
U-0002,Cloud,0,0,0,0,0,2026-03-22 18:06:56.492+00
U-0002,hack-8-1,6,6,0,0,1,2026-03-28 11:36:18.172+00
U-0002,hackathons_list,0,0,0,0,0,2026-03-29 09:38:48.199098+00
U-0002,T-019,0,0,0,0,0,2026-03-11 13:07:01.572+00
U-0002,user,0,0,0,0,0,2026-03-13 12:01:22.219+00
U-0002,T-008706,0,0,0,0,0,2026-03-29 09:53:29.334067+00
U-0002,/team/T-002/manage,0,0,0,0,0,2026-03-20 00:47:11.575+00
U-0002,Data,0,0,0,0,0,2026-03-16 05:53:33.414+00
U-0002,/camp,0,0,0,0,0,2026-03-29 09:55:53.785088+00
U-0002,hack-7-1,2,1,0,1,0,2026-03-16 06:09:31.414+00
U-0002,/team/T-007/manage,0,0,0,0,0,2026-03-29 09:53:06.267628+00
U-0002,hack-3-2,2,2,1,0,0,2026-03-26 01:51:57.801+00
U-0002,hack-5-2,5,5,1,1,0,2026-03-27 22:58:02.768+00
U-0002,all,0,0,0,0,0,2026-03-29 09:55:53.782753+00
U-0002,hack-9-1,3,3,1,0,0,2026-03-04 13:15:45.035+00
U-0002,hack-4-2,2,3,1,0,0,2026-03-28 07:08:02.472+00
U-0002,hack-2-1,0,1,0,0,0,2026-03-22 18:14:41.492+00
U-0002,hack-3,1,3,1,1,0,2026-03-26 14:57:27.777+00
U-0002,/chat,0,0,0,0,0,2026-03-26 12:52:54.706+00
U-0002,T-027,0,1,0,0,0,2026-03-26 14:59:59.999+00
U-0002,hack-15,1,1,0,0,0,2026-03-11 03:49:17.365+00
U-0002,hack-4,2,5,0,0,0,2026-03-26 11:08:15.411+00
U-0002,INV-572142,0,0,0,0,0,2026-03-02 10:58:20.147+00
U-0002,/profile/notifications,0,0,0,0,0,2026-03-20 09:49:17.516+00
U-0002,T-028,0,2,0,0,0,2026-03-26 11:21:54.411+00
U-0002,/camp/new,0,0,0,0,0,2026-03-29 09:53:26.023505+00
U-0002,T-011,0,1,0,1,0,2026-03-16 13:09:12.342+00
U-0002,T-026,0,0,0,0,0,2026-03-02 11:00:12.147+00
U-0002,hack-10-1,3,3,1,0,0,2026-03-26 09:47:15.413+00
U-0002,/team/T-027/manage,0,0,0,0,0,2026-03-29 09:53:08.31253+00
U-0002,T-007,0,1,0,0,0,2026-03-23 12:32:03.705+00
U-0002,hack-6-2,4,6,1,1,1,2026-03-28 06:53:13.472+00
U-0002,open,0,0,0,0,0,2026-03-27 22:57:22.768+00
U-0002,/team/T-017/manage,0,0,0,0,0,2026-03-29 10:00:12.229201+00
U-0002,AI,0,0,0,0,0,2026-03-22 22:57:46.898+00
U-0002,/submit/hack-8-1,0,0,0,0,0,2026-03-28 11:35:42.172+00
U-0002,ongoing,0,0,0,0,0,2026-03-28 10:07:40.84+00
U-0002,T-014,0,1,0,0,0,2026-03-28 04:53:51.128+00
U-0002,/hackathons,0,0,0,0,0,2026-03-29 09:38:48.234495+00
U-0002,Blockchain,0,0,0,0,0,2026-03-11 13:14:26.04+00
U-0002,T-030,0,1,0,0,0,2026-03-27 23:04:18.768+00
U-0002,hack-6,0,3,0,0,0,2026-03-28 07:01:33.472+00
U-0002,closed,0,0,0,0,0,2026-03-16 13:01:04.342+00
U-0002,ㄹㄹ,0,0,0,0,0,2026-03-29 09:53:28.728272+00
U-0002,T-029,0,8,0,1,0,2026-03-27 23:11:34.768+00
U-0002,T-001,0,1,0,0,0,2026-03-28 05:01:00.128+00
U-0002,hack-8,1,1,1,0,0,2026-03-11 13:27:25.04+00
U-0002,T-017,0,1,0,0,0,2026-03-27 23:18:18.768+00
U-0002,T-004,0,0,0,1,0,2026-03-02 10:59:30.147+00
U-0002,hack-5,1,1,0,0,0,2026-03-28 00:05:26.268+00
U-0002,T-006,0,1,0,1,0,2026-03-28 00:08:29.268+00
U-0002,ended,0,0,0,0,0,2026-03-11 13:13:41.04+00
U-0002,hack-2,3,3,0,0,0,2026-03-28 10:11:45.84+00
U-0002,team,0,0,0,0,0,2026-03-28 00:04:50.268+00
U-0002,T-020,0,2,0,0,0,2026-03-17 13:31:54.634+00
U-0003,/submit/hack-8-1,0,0,0,0,0,2026-03-13 23:36:43.774+00
U-0003,hack-9,1,3,0,0,0,2026-03-19 18:57:36.648+00
U-0003,hack-10,0,1,0,0,0,2026-03-17 10:32:39.727+00
U-0003,T-019,0,4,0,0,0,2026-03-23 07:09:44.876+00
U-0003,T-026,0,3,0,1,0,2026-03-27 08:46:35.733+00
U-0003,Cloud,0,0,0,0,0,2026-03-26 07:18:25.598+00
U-0003,hackathons_list,0,0,0,0,0,2026-03-27 10:21:23.754+00
U-0003,/team/T-028/manage,0,0,0,0,0,2026-03-28 10:55:51.194+00
U-0003,INV-315359,0,0,0,0,0,2026-03-12 03:59:12.309+00
U-0003,T-6358,0,0,0,0,0,2026-03-17 08:42:53.47+00
U-0003,hack-2,5,5,0,1,0,2026-03-27 08:12:39.733+00
U-0003,T-7368,0,0,0,0,0,2026-03-11 12:11:17.718+00
U-0003,Team-U-0003-355,0,0,0,0,0,2026-03-09 11:33:32.712+00
U-0003,T-029,0,0,0,0,0,2026-03-23 05:49:35.551+00
U-0003,fallback-card_click,0,0,0,0,0,2026-03-12 02:25:04.339+00
U-0003,/submit/hack-3,0,0,0,0,0,2026-03-18 11:10:38.352+00
U-0003,/team/T-008/manage,0,0,0,0,0,2026-03-23 07:25:51.767+00
U-0003,hack-4-1,1,3,1,0,0,2026-03-24 05:36:32.872+00
U-0003,fallback-chatbot_query,0,0,0,0,0,2026-03-09 12:19:55.782+00
U-0003,/hackathons,0,0,0,0,0,2026-03-27 10:20:24.754+00
U-0003,hack-15,0,1,0,0,0,2026-03-24 21:17:25.066+00
U-0003,T-1533,0,0,0,0,0,2026-03-27 09:16:52.165+00
U-0003,fallback-hackathon_view,0,0,0,0,0,2026-03-20 14:38:10.207+00
U-0003,/team/T-003/manage,0,0,0,0,0,2026-03-24 12:34:10.344+00
U-0003,ongoing,0,0,0,0,0,2026-03-27 10:20:34.754+00
U-0003,T-015,0,3,0,0,0,2026-03-27 09:14:04.165+00
U-0003,INV-348537,0,0,0,0,0,2026-03-26 13:17:01.018+00
U-0003,hack-13,1,1,0,0,0,2026-03-22 11:46:23.773+00
U-0003,hack-12,0,0,0,0,0,2026-03-26 09:01:59.292+00
U-0003,hack-5-1,1,2,0,0,0,2026-03-26 09:06:41.292+00
U-0003,hack-2-2,6,8,1,1,0,2026-03-26 11:08:06.78+00
U-0003,T-018,0,1,0,0,0,2026-03-25 17:52:07.717+00
U-0003,T-001,0,1,0,0,0,2026-03-23 05:47:57.551+00
U-0003,/submit/hack-11,0,0,0,0,0,2026-03-12 09:16:31.235+00
U-0003,hack-9-1,6,8,1,1,0,2026-03-26 03:47:57.593+00
U-0003,T-012,0,1,0,0,0,2026-03-23 07:20:32.876+00
U-0003,hack-11,0,0,0,0,1,2026-03-12 09:21:01.235+00
U-0003,INV-489408,0,0,0,0,0,2026-03-01 08:38:42.039+00
U-0003,hack-8,1,1,1,0,0,2026-03-16 02:14:57.411+00
U-0003,hack-6-2,6,9,1,0,0,2026-03-28 13:13:40.113+00
U-0003,T-009,0,1,0,0,0,2026-03-23 05:49:24.551+00
U-0003,hack-2-1,1,1,0,0,0,2026-03-17 14:32:33.282+00
U-0003,INV-859215,0,0,0,0,0,2026-03-25 07:06:39.088+00
U-0003,T-010,0,4,0,0,0,2026-03-26 16:35:51.303+00
U-0003,false,0,0,0,0,0,2026-03-09 14:10:05.879+00
U-0003,all,0,0,0,0,0,2026-03-28 13:14:29.113+00
U-0003,INV-440165,0,0,0,0,0,2026-03-28 14:32:43.507+00
U-0003,T-003,0,1,0,0,0,2026-03-26 16:23:23.303+00
U-0003,T-008,0,2,0,0,0,2026-03-28 13:34:15.113+00
U-0003,hack-3-2,8,12,0,1,0,2026-03-27 10:41:27.754+00
U-0003,user,0,0,0,0,0,2026-03-24 21:16:05.066+00
U-0003,/submit/hack-3-2,0,0,0,0,0,2026-03-17 10:56:28.319+00
U-0003,hack-10-1,6,11,1,0,0,2026-03-27 07:43:57.759+00
U-0003,Team-U-0003-563,0,0,0,0,0,2026-03-11 12:09:51.718+00
U-0003,T-004,0,0,0,0,0,2026-03-17 11:43:27.843+00
U-0003,Team-U-0003-627,0,0,0,0,0,2026-03-17 08:42:20.47+00
U-0003,T-028,0,8,0,0,0,2026-03-28 10:58:52.194+00
U-0003,INV-346017,0,0,0,0,0,2026-03-25 13:17:47.2+00
U-0003,T-011,0,2,0,0,0,2026-03-26 16:29:46.303+00
U-0003,/profile/notifications,0,0,0,0,0,2026-03-28 14:31:05.507+00
U-0003,hack-4,1,6,0,1,0,2026-03-26 09:12:11.292+00
U-0003,T-027,0,9,0,0,0,2026-03-26 11:47:11.78+00
U-0003,/team/T-018/manage,0,0,0,0,0,2026-03-24 13:11:29.888+00
U-0003,T-020,0,0,0,1,0,2026-03-16 07:19:16.595+00
U-0003,hack-3,7,10,0,1,0,2026-03-27 10:25:22.754+00
U-0003,hack-3-1,0,0,0,0,0,2026-03-27 09:00:39.165+00
U-0003,T-006,0,1,0,0,0,2026-03-23 07:06:00.876+00
U-0003,INV-502249,0,0,0,0,0,2026-03-12 04:19:13.39+00
U-0003,T-014,0,3,0,0,0,2026-03-23 08:51:19.687+00
U-0003,hack-7-1,7,10,0,1,1,2026-03-20 09:47:35.868+00
U-0003,/chat,0,0,0,0,0,2026-03-27 09:21:06.208+00
U-0003,/matcher,0,0,0,0,0,2026-03-26 10:09:24.603+00
U-0003,closed,0,0,0,0,0,2026-03-27 09:00:01.165+00
U-0003,Blockchain,0,0,0,0,0,2026-03-19 18:55:02.648+00
U-0003,hack-8-1,5,8,1,1,1,2026-03-26 07:29:38.598+00
U-0003,AI,0,0,0,0,0,2026-03-24 00:24:28.868+00
U-0003,/camp,0,0,0,0,0,2026-03-28 13:11:57.113+00
U-0003,T-013,0,1,0,0,0,2026-03-26 16:45:45.303+00
U-0003,T-030,0,3,0,0,0,2026-03-24 09:37:24.57+00
U-0003,T-9123,0,0,0,0,0,2026-03-09 11:35:26.712+00
U-0003,team,0,0,0,0,0,2026-03-26 10:10:00.603+00
U-0003,chatbot_room,0,0,0,0,0,2026-03-27 09:25:41.208+00
U-0003,hack-5-2,7,11,1,0,0,2026-03-27 10:32:04.754+00
U-0003,open,0,0,0,0,0,2026-03-18 05:24:04.374+00
U-0003,/submit/hack-7-1,0,0,0,0,0,2026-03-16 12:40:59.365+00
U-0003,hack-6,4,7,0,0,0,2026-03-27 07:51:25.759+00
U-0003,hack-6-1,1,1,0,0,0,2026-03-20 08:49:17.242+00
U-0003,hack-5,4,7,0,0,0,2026-03-27 10:35:00.754+00
U-0003,fallback-team_recruit_toggle,0,0,0,0,0,2026-03-18 03:52:19.47+00
U-0003,hack-4-2,5,8,1,1,0,2026-03-23 22:54:41.107+00
U-0003,T-005,0,1,0,1,0,2026-03-28 13:22:24.113+00
U-0003,Web,0,0,0,0,0,2026-03-27 07:39:03.759+00
U-0003,T-016,0,1,0,0,0,2026-03-26 11:18:56.78+00
U-0003,Data,0,0,0,0,0,2026-03-23 22:37:35.107+00
U-0003,INV-172273,0,0,0,0,0,2026-03-12 02:24:55.339+00
U-0003,ended,0,0,0,0,0,2026-03-26 07:18:09.598+00
U-0004,hack-5,6,9,0,1,1,2026-03-26 09:07:20.548+00
U-0004,hack-12,0,1,0,0,0,2026-03-27 13:09:32.488+00
U-0004,T-028,0,1,0,0,0,2026-03-28 04:36:24.163+00
U-0004,all,0,0,0,0,0,2026-03-29 10:26:07.723914+00
U-0004,hack-3-2,5,5,1,1,1,2026-03-28 16:12:41.156+00
U-0004,INV-403182,0,0,0,0,0,2026-03-15 14:50:25.123+00
U-0004,Web,0,0,0,0,0,2026-03-20 04:18:48.815+00
U-0004,hack-5-2,3,8,0,1,0,2026-03-27 13:12:02.488+00
U-0004,/profile/notifications,0,0,0,0,0,2026-03-28 17:12:02.541+00
U-0004,hack-9,0,0,0,0,1,2026-03-24 18:52:59.877+00
U-0004,T-003,0,3,0,0,0,2026-03-25 12:24:10.307+00
U-0004,hack-2-2,1,2,0,1,1,2026-03-28 19:34:57.856+00
U-0004,Blockchain,0,0,0,0,0,2026-03-12 16:11:25.752+00
U-0004,T-012,0,0,0,0,0,2026-03-20 22:38:16.569+00
U-0004,hack-10-1,3,7,1,0,0,2026-03-28 16:08:34.156+00
U-0004,/submit/hack-3-2,0,0,0,0,0,2026-03-25 13:07:37.849+00
U-0004,T-009,0,1,0,1,0,2026-03-28 13:07:15.258+00
U-0004,T-002,0,4,0,0,0,2026-03-18 09:58:48.042+00
U-0004,hack-3,9,10,1,1,0,2026-03-29 10:38:45.539796+00
U-0004,/submit/hack-8-1,0,0,0,0,0,2026-03-17 05:12:12.466+00
U-0004,/matcher,0,0,0,0,0,2026-03-28 19:34:25.856+00
U-0004,closed,0,0,0,0,0,2026-03-28 13:56:06.881+00
U-0004,user,0,0,0,0,0,2026-03-29 11:12:17.860902+00
U-0004,hack-3-1,2,2,0,0,0,2026-03-23 04:43:23.299+00
U-0004,T-008,0,1,0,1,0,2026-03-28 17:13:58.541+00
U-0004,fallback-team_member_kick,0,0,0,0,0,2026-03-05 08:24:53.781+00
U-0004,open,0,0,0,0,0,2026-03-25 09:17:11.346+00
U-0004,hack-4-2,4,5,0,0,0,2026-03-28 16:06:47.156+00
U-0004,hack-9-1,5,6,1,0,0,2026-03-28 04:27:02.163+00
U-0004,/submit/hack-7-1,0,0,0,0,0,2026-03-22 03:18:00.863+00
U-0004,hack-4,2,6,1,1,1,2026-03-29 10:29:23.617844+00
U-0004,hack-8-1,8,12,0,1,0,2026-03-27 13:10:36.488+00
U-0004,T-014,0,2,0,0,0,2026-03-28 14:08:41.881+00
U-0004,INV-650083,0,0,0,0,0,2026-03-21 13:46:08.776+00
U-0004,/submit/hack-4,0,0,0,0,0,2026-03-23 11:34:19.117+00
U-0004,hackathons_list,0,0,0,0,0,2026-03-29 12:57:55.469713+00
U-0004,fallback-recommendation_impression,0,0,0,0,0,2026-03-22 10:03:41.822+00
U-0004,T-019,0,1,0,0,0,2026-03-28 14:01:42.881+00
U-0004,chatbot,0,0,0,0,0,2026-03-29 13:20:20.329767+00
U-0004,T-526580,0,1,0,0,0,2026-03-29 11:11:20.536868+00
U-0004,hack-15,3,3,1,0,0,2026-03-26 14:38:46.513+00
U-0004,/team/T-009/manage,0,0,0,0,0,2026-03-28 11:00:26.281+00
U-0004,T-017,0,1,0,0,0,2026-03-19 14:58:14.583+00
U-0004,/hackathons,0,0,0,0,0,2026-03-29 12:57:55.505197+00
U-0004,T-010,0,3,0,0,0,2026-03-28 12:56:28.258+00
U-0004,T-020,0,2,0,0,0,2026-03-22 10:03:36.822+00
U-0004,chatbot_room,0,0,0,0,0,2026-03-27 12:04:37.351+00
U-0004,AI,0,0,0,0,0,2026-03-19 22:02:10.7+00
U-0004,T-8836,0,0,0,0,0,2026-03-07 04:52:29.601+00
U-0004,hack-6,3,6,1,0,1,2026-03-29 10:36:46.9088+00
U-0004,T-011,0,3,0,0,0,2026-03-27 14:59:59.999+00
U-0004,Team-U-0004-141,0,0,0,0,0,2026-03-18 13:18:36.407+00
U-0004,INV-973522,0,0,0,0,0,2026-03-28 06:57:55.184+00
U-0004,leader,0,0,0,0,0,2026-03-29 10:11:10.754916+00
U-0004,hack-10,0,1,1,0,0,2026-03-26 10:12:38.855+00
U-0004,T-016,0,1,0,1,0,2026-03-13 09:32:17.355+00
U-0004,fallback-tab_view,0,0,0,0,0,2026-03-23 13:53:27.737+00
U-0004,team,0,0,0,0,0,2026-03-28 13:38:17.118+00
U-0004,hack-2,10,5,0,1,0,2026-03-29 10:40:41.978898+00
U-0004,T-7041,0,0,0,0,0,2026-03-18 13:18:54.407+00
U-0004,/camp,0,0,0,0,0,2026-03-29 10:26:07.566521+00
U-0004,hack-14,0,0,0,0,0,2026-03-28 19:35:15.856+00
U-0004,INV-392300,0,0,0,0,0,2026-03-08 11:17:53.134+00
U-0004,false,0,0,0,0,0,2026-03-22 22:48:50.867+00
U-0004,T-005,0,3,0,0,0,2026-03-18 10:13:47.042+00
U-0004,fallback-recommendation_click,0,0,0,0,0,2026-03-18 10:04:19.513+00
U-0004,INV-113704,0,0,0,0,0,2026-03-28 17:13:46.541+00
U-0004,Cloud,0,0,0,0,0,2026-03-27 13:03:50.488+00
U-0004,fallback-page_view,0,0,0,0,0,2026-03-08 09:49:38.533+00
U-0004,/team/T-017/manage,0,0,0,0,0,2026-03-29 10:00:26.630063+00
U-0004,T-015,0,3,0,0,0,2026-03-28 13:10:21.258+00
U-0004,INV-837618,0,0,0,0,0,2026-03-27 11:52:18.348+00
U-0004,/submit/hack-6,0,0,0,0,0,2026-03-15 01:22:19.119+00
U-0004,T-027,0,8,0,0,0,2026-03-26 06:44:14.335+00
U-0004,T-004,0,1,0,1,0,2026-03-27 14:59:59.999+00
U-0004,U-0004,0,0,0,0,0,2026-03-29 11:12:17.859979+00
U-0004,/team/T-526580/manage,0,0,0,0,0,2026-03-29 10:03:57.402669+00
U-0004,/submit/hack-7,0,0,0,0,0,2026-03-16 14:43:40.63+00
U-0004,T-077,0,1,0,0,0,2026-03-29 10:05:29.476672+00
U-0004,INV-422837,0,0,0,0,0,2026-03-13 09:32:11.355+00
U-0004,/team/T-029/manage,0,0,0,0,0,2026-03-29 10:00:38.157491+00
U-0004,T-030,0,5,0,0,0,2026-03-25 09:27:42.346+00
U-0004,T-026,0,6,0,1,0,2026-03-25 10:23:41.055+00
U-0004,ended,0,0,0,0,0,2026-03-26 10:01:05.855+00
U-0004,/submit/hack-2-2,0,0,0,0,0,2026-03-28 11:22:43.272+00
U-0004,hack-5-1,0,1,0,0,0,2026-03-12 16:22:36.752+00
U-0004,INV-156205,0,0,0,0,0,2026-03-25 14:10:52.204+00
U-0004,/team/T-004/manage,0,0,0,0,0,2026-03-21 18:43:19.75+00
U-0004,T-018,0,1,0,0,0,2026-03-15 12:33:10.365+00
U-0004,hack-7,0,1,0,0,1,2026-03-20 04:22:53.815+00
U-0004,Team-U-0004-122,0,0,0,0,0,2026-03-07 04:52:03.601+00
U-0004,T-013,0,2,0,0,0,2026-03-25 08:25:23.408+00
U-0004,T-001,0,0,0,0,0,2026-03-07 08:34:49.168+00
